1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333,1.3333
1.32,1.3268,1.3269,1.327,1.3271,1.3271,1.3272,1.3273,1.3274,1.3275,1.3276,1.3277,1.3278,1.3279,1.328,1.3281,1.3282,1.3283,1.3283,1.3284,1.3285,1.3286,1.3286,1.3287,1.3287,1.3288,1.3288,1.3288,1.3289,1.3289,1.3289,1.3289,1.3289,1.3289,1.3288,1.3288,1.3288,1.3287,1.3287,1.3286,1.3285,1.3285,1.3284,1.3283,1.3282,1.3281,1.328,1.3279,1.3278,1.3277,1.32
1.3067,1.3137,1.3138,1.3139,1.314,1.3141,1.3142,1.3143,1.3145,1.3146,1.3147,1.3148,1.3149,1.315,1.3151,1.3152,1.3153,1.3154,1.3155,1.3156,1.3157,1.3158,1.3159,1.3159,1.316,1.316,1.3161,1.3161,1.3162,1.3162,1.3162,1.3162,1.3162,1.3162,1.3162,1.3161,1.3161,1.316,1.316,1.3159,1.3158,1.3157,1.3156,1.3155,1.3154,1.3152,1.3151,1.315,1.3149,1.3147,1.3067
1.2933,1.3006,1.3007,1.3008,1.301,1.3011,1.3012,1.3014,1.3015,1.3016,1.3018,1.3019,1.302,1.3022,1.3023,1.3024,1.3025,1.3026,1.3028,1.3029,1.303,1.303,1.3031,1.3032,1.3033,1.3034,1.3034,1.3035,1.3035,1.3035,1.3036,1.3036,1.3036,1.3035,1.3035,1.3035,1.3034,1.3034,1.3033,1.3032,1.3031,1.303,1.3029,1.3027,1.3026,1.3024,1.3023,1.3021,1.3019,1.3018,1.2933
1.28,1.2875,1.2876,1.2878,1.2879,1.2881,1.2882,1.2884,1.2885,1.2887,1.2888,1.289,1.2892,1.2893,1.2894,1.2896,1.2897,1.2899,1.29,1.2901,1.2902,1.2903,1.2904,1.2905,1.2906,1.2907,1.2908,1.2908,1.2909,1.2909,1.2909,1.2909,1.2909,1.2909,1.2909,1.2908,1.2908,1.2907,1.2906,1.2905,1.2904,1.2903,1.2901,1.29,1.2898,1.2896,1.2894,1.2892,1.289,1.2889,1.28
1.2667,1.2744,1.2746,1.2747,1.2749,1.2751,1.2752,1.2754,1.2756,1.2758,1.2759,1.2761,1.2763,1.2764,1.2766,1.2768,1.2769,1.2771,1.2772,1.2773,1.2775,1.2776,1.2777,1.2778,1.2779,1.278,1.2781,1.2781,1.2782,1.2782,1.2783,1.2783,1.2783,1.2783,1.2782,1.2782,1.2781,1.278,1.2779,1.2778,1.2777,1.2775,1.2774,1.2772,1.277,1.2768,1.2766,1.2763,1.2761,1.2759,1.2667
1.2533,1.2613,1.2615,1.2617,1.2619,1.262,1.2622,1.2624,1.2626,1.2628,1.263,1.2632,1.2634,1.2635,1.2637,1.2639,1.2641,1.2642,1.2644,1.2645,1.2647,1.2648,1.265,1.2651,1.2652,1.2653,1.2654,1.2654,1.2655,1.2655,1.2656,1.2656,1.2656,1.2656,1.2655,1.2655,1.2654,1.2653,1.2652,1.2651,1.2649,1.2647,1.2646,1.2644,1.2641,1.2639,1.2637,1.2634,1.2632,1.263,1.2533
1.24,1.2483,1.2484,1.2486,1.2488,1.249,1.2492,1.2494,1.2496,1.2498,1.25,1.2502,1.2504,1.2506,1.2508,1.251,1.2512,1.2514,1.2516,1.2517,1.2519,1.252,1.2522,1.2523,1.2524,1.2525,1.2526,1.2527,1.2528,1.2528,1.2528,1.2529,1.2528,1.2528,1.2528,1.2527,1.2526,1.2525,1.2524,1.2523,1.2521,1.2519,1.2517,1.2515,1.2513,1.251,1.2508,1.2505,1.2502,1.25,1.24
1.2267,1.2352,1.2354,1.2356,1.2358,1.236,1.2362,1.2364,1.2366,1.2368,1.2371,1.2373,1.2375,1.2377,1.2379,1.2381,1.2383,1.2385,1.2387,1.2389,1.239,1.2392,1.2393,1.2395,1.2396,1.2397,1.2398,1.2399,1.24,1.24,1.2401,1.2401,1.2401,1.24,1.24,1.2399,1.2398,1.2397,1.2396,1.2394,1.2393,1.2391,1.2388,1.2386,1.2384,1.2381,1.2378,1.2375,1.2373,1.237,1.2267
1.2133,1.2221,1.2223,1.2225,1.2227,1.2229,1.2231,1.2234,1.2236,1.2238,1.2241,1.2243,1.2245,1.2247,1.225,1.2252,1.2254,1.2256,1.2258,1.226,1.2262,1.2263,1.2265,1.2266,1.2268,1.2269,1.227,1.2271,1.2271,1.2272,1.2272,1.2272,1.2272,1.2272,1.2272,1.2271,1.227,1.2269,1.2267,1.2266,1.2264,1.2262,1.2259,1.2257,1.2254,1.2251,1.2248,1.2245,1.2243,1.224,1.2133
1.2,1.2089,1.2091,1.2094,1.2096,1.2098,1.2101,1.2103,1.2106,1.2108,1.211,1.2113,1.2115,1.2118,1.212,1.2122,1.2124,1.2127,1.2129,1.2131,1.2132,1.2134,1.2136,1.2137,1.2139,1.214,1.2141,1.2142,1.2143,1.2143,1.2143,1.2144,1.2144,1.2143,1.2143,1.2142,1.2141,1.214,1.2138,1.2136,1.2134,1.2132,1.213,1.2127,1.2124,1.2121,1.2118,1.2115,1.2112,1.211,1.2
1.1867,1.1958,1.196,1.1962,1.1965,1.1967,1.197,1.1972,1.1975,1.1977,1.198,1.1982,1.1985,1.1987,1.199,1.1992,1.1994,1.1997,1.1999,1.2001,1.2003,1.2005,1.2006,1.2008,1.2009,1.2011,1.2012,1.2013,1.2013,1.2014,1.2014,1.2014,1.2014,1.2014,1.2013,1.2013,1.2012,1.201,1.2009,1.2007,1.2005,1.2002,1.2,1.1997,1.1994,1.1991,1.1988,1.1985,1.1982,1.1979,1.1867
1.1733,1.1827,1.1829,1.1831,1.1834,1.1836,1.1839,1.1841,1.1844,1.1847,1.1849,1.1852,1.1854,1.1857,1.1859,1.1862,1.1864,1.1867,1.1869,1.1871,1.1873,1.1875,1.1876,1.1878,1.188,1.1881,1.1882,1.1883,1.1884,1.1884,1.1885,1.1885,1.1885,1.1884,1.1884,1.1883,1.1882,1.188,1.1879,1.1877,1.1875,1.1872,1.187,1.1867,1.1864,1.1861,1.1857,1.1854,1.1851,1.1848,1.1733
1.16,1.1695,1.1697,1.17,1.1702,1.1705,1.1707,1.171,1.1713,1.1716,1.1718,1.1721,1.1724,1.1726,1.1729,1.1731,1.1734,1.1736,1.1738,1.1741,1.1743,1.1744,1.1746,1.1748,1.1749,1.1751,1.1752,1.1753,1.1754,1.1754,1.1755,1.1755,1.1755,1.1754,1.1754,1.1753,1.1752,1.175,1.1749,1.1747,1.1744,1.1742,1.1739,1.1736,1.1733,1.173,1.1727,1.1723,1.172,1.1717,1.16
1.1467,1.1563,1.1566,1.1568,1.1571,1.1573,1.1576,1.1579,1.1581,1.1584,1.1587,1.159,1.1593,1.1595,1.1598,1.16,1.1603,1.1605,1.1608,1.161,1.1612,1.1614,1.1616,1.1617,1.1619,1.162,1.1622,1.1623,1.1623,1.1624,1.1624,1.1624,1.1624,1.1624,1.1623,1.1622,1.1621,1.162,1.1618,1.1616,1.1614,1.1611,1.1608,1.1605,1.1602,1.1599,1.1596,1.1592,1.1589,1.1586,1.1467
1.1333,1.1431,1.1434,1.1436,1.1439,1.1442,1.1444,1.1447,1.145,1.1453,1.1456,1.1458,1.1461,1.1464,1.1467,1.1469,1.1472,1.1474,1.1477,1.1479,1.1481,1.1483,1.1485,1.1487,1.1488,1.149,1.1491,1.1492,1.1493,1.1493,1.1493,1.1494,1.1493,1.1493,1.1492,1.1491,1.149,1.1489,1.1487,1.1485,1.1483,1.148,1.1477,1.1474,1.1471,1.1468,1.1464,1.1461,1.1457,1.1454,1.1333
1.12,1.1299,1.1302,1.1304,1.1307,1.131,1.1313,1.1315,1.1318,1.1321,1.1324,1.1327,1.133,1.1332,1.1335,1.1338,1.134,1.1343,1.1345,1.1348,1.135,1.1352,1.1354,1.1355,1.1357,1.1358,1.136,1.1361,1.1361,1.1362,1.1362,1.1363,1.1362,1.1362,1.1361,1.136,1.1359,1.1358,1.1356,1.1354,1.1351,1.1349,1.1346,1.1343,1.134,1.1336,1.1333,1.1329,1.1326,1.1323,1.12
1.1067,1.1167,1.117,1.1172,1.1175,1.1178,1.1181,1.1183,1.1186,1.1189,1.1192,1.1195,1.1198,1.1201,1.1204,1.1206,1.1209,1.1211,1.1214,1.1216,1.1218,1.122,1.1222,1.1224,1.1226,1.1227,1.1228,1.1229,1.123,1.1231,1.1231,1.1231,1.1231,1.1231,1.123,1.1229,1.1228,1.1226,1.1224,1.1222,1.122,1.1217,1.1214,1.1211,1.1208,1.1204,1.1201,1.1197,1.1194,1.1191,1.1067
1.0933,1.1035,1.1037,1.104,1.1043,1.1045,1.1048,1.1051,1.1054,1.1057,1.106,1.1063,1.1066,1.1069,1.1072,1.1074,1.1077,1.108,1.1082,1.1084,1.1087,1.1089,1.1091,1.1092,1.1094,1.1095,1.1097,1.1098,1.1099,1.1099,1.1099,1.11,1.1099,1.1099,1.1098,1.1097,1.1096,1.1094,1.1093,1.109,1.1088,1.1085,1.1082,1.1079,1.1076,1.1072,1.1069,1.1065,1.1062,1.1059,1.0933
1.08,1.0902,1.0905,1.0907,1.091,1.0913,1.0916,1.0919,1.0922,1.0925,1.0928,1.0931,1.0934,1.0937,1.0939,1.0942,1.0945,1.0948,1.095,1.0952,1.0955,1.0957,1.0959,1.096,1.0962,1.0964,1.0965,1.0966,1.0967,1.0967,1.0968,1.0968,1.0967,1.0967,1.0966,1.0965,1.0964,1.0962,1.0961,1.0958,1.0956,1.0953,1.095,1.0947,1.0944,1.094,1.0937,1.0933,1.093,1.0926,1.08
1.0667,1.077,1.0772,1.0775,1.0778,1.0781,1.0784,1.0786,1.0789,1.0793,1.0796,1.0798,1.0801,1.0804,1.0807,1.081,1.0813,1.0815,1.0818,1.082,1.0822,1.0825,1.0826,1.0828,1.083,1.0831,1.0833,1.0834,1.0834,1.0835,1.0835,1.0835,1.0835,1.0835,1.0834,1.0833,1.0832,1.083,1.0828,1.0826,1.0824,1.0821,1.0818,1.0815,1.0811,1.0808,1.0804,1.0801,1.0797,1.0794,1.0667
1.0533,1.0637,1.0639,1.0642,1.0645,1.0648,1.0651,1.0654,1.0657,1.066,1.0663,1.0666,1.0669,1.0672,1.0675,1.0677,1.068,1.0683,1.0685,1.0688,1.069,1.0692,1.0694,1.0696,1.0698,1.0699,1.07,1.0701,1.0702,1.0703,1.0703,1.0703,1.0703,1.0702,1.0702,1.0701,1.0699,1.0698,1.0696,1.0694,1.0691,1.0689,1.0686,1.0682,1.0679,1.0675,1.0672,1.0668,1.0665,1.0661,1.0533
1.04,1.0504,1.0507,1.0509,1.0512,1.0515,1.0518,1.0521,1.0524,1.0527,1.053,1.0533,1.0536,1.0539,1.0542,1.0545,1.0547,1.055,1.0553,1.0555,1.0557,1.0559,1.0561,1.0563,1.0565,1.0566,1.0568,1.0569,1.0569,1.057,1.057,1.0571,1.057,1.057,1.0569,1.0568,1.0567,1.0565,1.0563,1.0561,1.0559,1.0556,1.0553,1.055,1.0546,1.0543,1.0539,1.0535,1.0532,1.0528,1.04
1.0267,1.0371,1.0374,1.0376,1.0379,1.0382,1.0385,1.0388,1.0391,1.0394,1.0397,1.04,1.0403,1.0406,1.0409,1.0412,1.0415,1.0417,1.042,1.0422,1.0424,1.0427,1.0429,1.043,1.0432,1.0434,1.0435,1.0436,1.0437,1.0437,1.0438,1.0438,1.0438,1.0437,1.0436,1.0435,1.0434,1.0432,1.043,1.0428,1.0426,1.0423,1.042,1.0417,1.0413,1.041,1.0406,1.0402,1.0399,1.0396,1.0267
1.0133,1.0238,1.0241,1.0243,1.0246,1.0249,1.0252,1.0255,1.0258,1.0261,1.0264,1.0267,1.027,1.0273,1.0276,1.0279,1.0282,1.0284,1.0287,1.0289,1.0291,1.0294,1.0296,1.0297,1.0299,1.0301,1.0302,1.0303,1.0304,1.0304,1.0305,1.0305,1.0304,1.0304,1.0303,1.0302,1.0301,1.0299,1.0297,1.0295,1.0293,1.029,1.0287,1.0284,1.028,1.0277,1.0273,1.0269,1.0266,1.0262,1.0133
1,1.0105,1.0107,1.011,1.0113,1.0116,1.0119,1.0122,1.0125,1.0128,1.0131,1.0134,1.0137,1.014,1.0143,1.0146,1.0148,1.0151,1.0154,1.0156,1.0158,1.016,1.0162,1.0164,1.0166,1.0167,1.0169,1.017,1.017,1.0171,1.0171,1.0171,1.0171,1.0171,1.017,1.0169,1.0168,1.0166,1.0164,1.0162,1.0159,1.0157,1.0154,1.015,1.0147,1.0143,1.014,1.0136,1.0133,1.0129,1
0.98667,0.99712,0.99738,0.99766,0.99794,0.99824,0.99853,0.99884,0.99914,0.99945,0.99975,1.0001,1.0004,1.0006,1.0009,1.0012,1.0015,1.0018,1.002,1.0023,1.0025,1.0027,1.0029,1.0031,1.0032,1.0034,1.0035,1.0036,1.0037,1.0038,1.0038,1.0038,1.0038,1.0037,1.0037,1.0036,1.0034,1.0033,1.0031,1.0029,1.0026,1.0023,1.002,1.0017,1.0014,1.001,1.0006,1.0003,0.99991,0.99958,0.98667
0.97333,0.98377,0.98403,0.9843,0.98459,0.98488,0.98518,0.98548,0.98578,0.98609,0.98639,0.98669,0.98699,0.98729,0.98758,0.98786,0.98813,0.98839,0.98865,0.98889,0.98912,0.98933,0.98953,0.98971,0.98988,0.99002,0.99015,0.99025,0.99034,0.9904,0.99043,0.99044,0.99042,0.99038,0.9903,0.9902,0.99007,0.98991,0.98972,0.98949,0.98925,0.98897,0.98867,0.98834,0.988,0.98764,0.98727,0.98691,0.98655,0.98622,0.97333
0.96,0.9704,0.97066,0.97094,0.97122,0.97151,0.97181,0.97211,0.97241,0.97272,0.97302,0.97332,0.97362,0.97391,0.9742,0.97448,0.97475,0.97501,0.97527,0.97551,0.97574,0.97595,0.97615,0.97633,0.97649,0.97664,0.97676,0.97687,0.97695,0.97701,0.97705,0.97705,0.97704,0.97699,0.97692,0.97682,0.97669,0.97652,0.97633,0.97611,0.97587,0.97559,0.97529,0.97497,0.97462,0.97426,0.9739,0.97353,0.97318,0.97285,0.96
0.94667,0.95703,0.95728,0.95756,0.95784,0.95813,0.95842,0.95872,0.95902,0.95933,0.95963,0.95993,0.96022,0.96052,0.9608,0.96108,0.96135,0.96162,0.96187,0.96211,0.96233,0.96255,0.96274,0.96292,0.96309,0.96323,0.96336,0.96346,0.96355,0.9636,0.96364,0.96365,0.96363,0.96359,0.96351,0.96341,0.96328,0.96312,0.96293,0.96271,0.96247,0.96219,0.96189,0.96157,0.96123,0.96087,0.96051,0.96014,0.95979,0.95946,0.94667
0.93333,0.94363,0.94389,0.94416,0.94444,0.94473,0.94502,0.94532,0.94562,0.94592,0.94622,0.94652,0.94681,0.9471,0.94739,0.94767,0.94794,0.9482,0.94845,0.94868,0.94891,0.94912,0.94932,0.9495,0.94966,0.94981,0.94993,0.95004,0.95012,0.95018,0.95021,0.95022,0.9502,0.95016,0.95009,0.94999,0.94986,0.9497,0.94951,0.94929,0.94905,0.94877,0.94848,0.94815,0.94781,0.94746,0.9471,0.94674,0.94638,0.94606,0.93333
0.92,0.93023,0.93048,0.93075,0.93103,0.93131,0.93161,0.9319,0.9322,0.9325,0.93279,0.93309,0.93338,0.93367,0.93395,0.93423,0.9345,0.93476,0.935,0.93524,0.93547,0.93568,0.93587,0.93605,0.93621,0.93636,0.93648,0.93658,0.93667,0.93673,0.93676,0.93677,0.93675,0.93671,0.93664,0.93654,0.93641,0.93625,0.93607,0.93585,0.93561,0.93534,0.93504,0.93472,0.93438,0.93403,0.93367,0.93331,0.93296,0.93264,0.92
0.90667,0.91681,0.91706,0.91733,0.9176,0.91788,0.91817,0.91846,0.91876,0.91906,0.91935,0.91964,0.91993,0.92022,0.9205,0.92077,0.92104,0.92129,0.92154,0.92178,0.922,0.92221,0.9224,0.92258,0.92274,0.92288,0.92301,0.92311,0.92319,0.92325,0.92328,0.92329,0.92328,0.92324,0.92317,0.92307,0.92294,0.92278,0.9226,0.92239,0.92214,0.92188,0.92158,0.92127,0.92093,0.92058,0.92022,0.91987,0.91952,0.9192,0.90667
0.89333,0.90338,0.90363,0.90389,0.90416,0.90444,0.90472,0.90501,0.9053,0.9056,0.90589,0.90618,0.90646,0.90675,0.90702,0.90729,0.90756,0.90781,0.90805,0.90829,0.90851,0.90871,0.9089,0.90908,0.90924,0.90938,0.90951,0.90961,0.90969,0.90975,0.90978,0.90979,0.90978,0.90974,0.90967,0.90957,0.90945,0.90929,0.90911,0.9089,0.90866,0.90839,0.9081,0.90779,0.90746,0.90711,0.90676,0.9064,0.90606,0.90574,0.89333
0.88,0.88993,0.89017,0.89043,0.8907,0.89098,0.89126,0.89154,0.89183,0.89212,0.8924,0.89269,0.89297,0.89325,0.89353,0.89379,0.89405,0.8943,0.89454,0.89477,0.89499,0.89519,0.89538,0.89556,0.89572,0.89586,0.89598,0.89608,0.89616,0.89622,0.89625,0.89626,0.89625,0.89621,0.89614,0.89605,0.89592,0.89577,0.89559,0.89538,0.89515,0.89489,0.8946,0.89429,0.89396,0.89362,0.89327,0.89292,0.89258,0.89227,0.88
0.86667,0.87647,0.87671,0.87696,0.87723,0.8775,0.87777,0.87805,0.87834,0.87862,0.8789,0.87918,0.87946,0.87974,0.88,0.88027,0.88052,0.88077,0.881,0.88123,0.88144,0.88165,0.88183,0.882,0.88216,0.8823,0.88242,0.88252,0.8826,0.88266,0.88269,0.8827,0.88269,0.88265,0.88259,0.88249,0.88237,0.88223,0.88205,0.88184,0.88161,0.88135,0.88107,0.88077,0.88044,0.88011,0.87976,0.87942,0.87908,0.87877,0.86667
0.85333,0.86299,0.86323,0.86348,0.86373,0.864,0.86427,0.86455,0.86482,0.8651,0.86538,0.86565,0.86593,0.86619,0.86646,0.86672,0.86697,0.86721,0.86744,0.86766,0.86787,0.86807,0.86825,0.86842,0.86858,0.86871,0.86883,0.86893,0.86901,0.86907,0.8691,0.86911,0.8691,0.86906,0.869,0.86891,0.86879,0.86865,0.86848,0.86827,0.86805,0.86779,0.86752,0.86722,0.8669,0.86657,0.86623,0.86589,0.86556,0.86526,0.85333
0.84,0.8495,0.84973,0.84998,0.85023,0.85049,0.85075,0.85102,0.85129,0.85156,0.85183,0.8521,0.85237,0.85263,0.85289,0.85314,0.85338,0.85362,0.85385,0.85406,0.85427,0.85446,0.85464,0.85481,0.85496,0.85509,0.85521,0.85531,0.85538,0.85544,0.85548,0.85549,0.85548,0.85544,0.85538,0.85529,0.85518,0.85504,0.85487,0.85467,0.85445,0.85421,0.85393,0.85364,0.85333,0.85301,0.85267,0.85234,0.85202,0.85172,0.84
0.82667,0.836,0.83622,0.83646,0.8367,0.83695,0.83721,0.83747,0.83773,0.838,0.83826,0.83852,0.83878,0.83904,0.83929,0.83953,0.83977,0.84,0.84022,0.84043,0.84063,0.84082,0.841,0.84116,0.8413,0.84143,0.84155,0.84164,0.84172,0.84178,0.84181,0.84183,0.84182,0.84178,0.84172,0.84164,0.84153,0.84139,0.84123,0.84104,0.84083,0.84059,0.84032,0.84004,0.83973,0.83942,0.83909,0.83877,0.83845,0.83816,0.82667
0.81333,0.82248,0.82269,0.82292,0.82316,0.8234,0.82365,0.8239,0.82416,0.82441,0.82467,0.82492,0.82517,0.82542,0.82566,0.8259,0.82613,0.82635,0.82656,0.82677,0.82696,0.82714,0.82731,0.82747,0.82761,0.82774,0.82785,0.82794,0.82802,0.82808,0.82811,0.82812,0.82812,0.82809,0.82803,0.82795,0.82784,0.82771,0.82756,0.82737,0.82716,0.82693,0.82668,0.8264,0.82611,0.8258,0.82549,0.82517,0.82487,0.82458,0.81333
0.8,0.80894,0.80915,0.80937,0.8096,0.80983,0.81007,0.81032,0.81056,0.8108,0.81105,0.81129,0.81153,0.81177,0.812,0.81223,0.81245,0.81266,0.81287,0.81307,0.81325,0.81343,0.81359,0.81374,0.81388,0.814,0.81411,0.8142,0.81428,0.81433,0.81437,0.81438,0.81437,0.81434,0.81429,0.81422,0.81412,0.81399,0.81384,0.81367,0.81347,0.81324,0.813,0.81273,0.81245,0.81215,0.81185,0.81155,0.81125,0.81098,0.8
0.78667,0.7954,0.7956,0.79581,0.79602,0.79625,0.79648,0.79671,0.79694,0.79717,0.79741,0.79764,0.79787,0.79809,0.79832,0.79853,0.79874,0.79895,0.79914,0.79933,0.79951,0.79968,0.79983,0.79998,0.80011,0.80023,0.80033,0.80042,0.80049,0.80054,0.80058,0.80059,0.80059,0.80056,0.80051,0.80044,0.80035,0.80023,0.80008,0.79992,0.79973,0.79952,0.79928,0.79903,0.79876,0.79848,0.79819,0.7979,0.79761,0.79735,0.78667
0.77333,0.78184,0.78203,0.78223,0.78243,0.78264,0.78286,0.78308,0.7833,0.78352,0.78374,0.78396,0.78418,0.78439,0.7846,0.7848,0.785,0.78519,0.78538,0.78556,0.78572,0.78588,0.78603,0.78617,0.78629,0.7864,0.7865,0.78659,0.78665,0.7867,0.78674,0.78675,0.78675,0.78673,0.78668,0.78662,0.78653,0.78642,0.78629,0.78613,0.78595,0.78575,0.78553,0.78529,0.78503,0.78477,0.78449,0.78422,0.78395,0.7837,0.77333
0.76,0.76827,0.76844,0.76863,0.76882,0.76902,0.76922,0.76943,0.76964,0.76984,0.77005,0.77025,0.77046,0.77065,0.77085,0.77104,0.77123,0.77141,0.77158,0.77174,0.7719,0.77205,0.77219,0.77232,0.77243,0.77254,0.77263,0.77271,0.77277,0.77282,0.77285,0.77287,0.77287,0.77285,0.77281,0.77275,0.77267,0.77256,0.77244,0.7723,0.77213,0.77194,0.77174,0.77151,0.77128,0.77103,0.77077,0.77051,0.77026,0.77003,0.76
0.74667,0.75469,0.75485,0.75502,0.7552,0.75539,0.75557,0.75576,0.75595,0.75615,0.75634,0.75652,0.75671,0.75689,0.75708,0.75725,0.75742,0.75759,0.75775,0.7579,0.75804,0.75818,0.75831,0.75843,0.75853,0.75863,0.75871,0.75879,0.75885,0.75889,0.75892,0.75894,0.75894,0.75892,0.75888,0.75883,0.75875,0.75866,0.75855,0.75842,0.75827,0.7581,0.75791,0.7577,0.75748,0.75725,0.75701,0.75678,0.75655,0.75633,0.74667
0.73333,0.7411,0.74125,0.74141,0.74157,0.74174,0.74191,0.74208,0.74226,0.74243,0.7426,0.74278,0.74295,0.74311,0.74328,0.74343,0.74359,0.74374,0.74388,0.74402,0.74415,0.74427,0.74439,0.7445,0.74459,0.74468,0.74476,0.74482,0.74488,0.74492,0.74495,0.74496,0.74496,0.74494,0.74491,0.74486,0.7448,0.74472,0.74462,0.7445,0.74436,0.74421,0.74404,0.74385,0.74366,0.74345,0.74323,0.74302,0.74281,0.74262,0.73333
0.72,0.72751,0.72765,0.72779,0.72794,0.72809,0.72824,0.7284,0.72855,0.72871,0.72886,0.72901,0.72916,0.72931,0.72946,0.7296,0.72974,0.72987,0.73,0.73012,0.73023,0.73034,0.73045,0.73054,0.73063,0.7307,0.73077,0.73083,0.73088,0.73091,0.73094,0.73095,0.73095,0.73093,0.7309,0.73086,0.7308,0.73073,0.73064,0.73054,0.73042,0.73029,0.73014,0.72998,0.7298,0.72962,0.72943,0.72924,0.72906,0.72889,0.72
0.70667,0.71392,0.71404,0.71417,0.7143,0.71443,0.71457,0.7147,0.71484,0.71497,0.71511,0.71524,0.71537,0.7155,0.71563,0.71575,0.71587,0.71599,0.7161,0.7162,0.7163,0.7164,0.71649,0.71657,0.71664,0.71671,0.71676,0.71681,0.71685,0.71688,0.7169,0.71691,0.71691,0.7169,0.71687,0.71684,0.71678,0.71672,0.71665,0.71656,0.71645,0.71634,0.71621,0.71607,0.71593,0.71577,0.71561,0.71545,0.71529,0.71515,0.70667
0.69333,0.70034,0.70045,0.70056,0.70067,0.70078,0.7009,0.70102,0.70113,0.70125,0.70137,0.70148,0.70159,0.7017,0.70181,0.70191,0.70202,0.70211,0.70221,0.7023,0.70238,0.70246,0.70253,0.7026,0.70266,0.70272,0.70276,0.7028,0.70284,0.70286,0.70287,0.70288,0.70288,0.70286,0.70284,0.70281,0.70276,0.70271,0.70264,0.70257,0.70248,0.70239,0.70228,0.70217,0.70205,0.70192,0.70179,0.70166,0.70153,0.70142,0.69333
0.68,0.68678,0.68687,0.68696,0.68706,0.68716,0.68725,0.68735,0.68745,0.68755,0.68765,0.68775,0.68784,0.68793,0.68802,0.68811,0.6882,0.68828,0.68836,0.68843,0.6885,0.68856,0.68863,0.68868,0.68873,0.68877,0.68881,0.68884,0.68887,0.68888,0.68889,0.6889,0.68889,0.68888,0.68885,0.68882,0.68879,0.68874,0.68868,0.68862,0.68855,0.68847,0.68839,0.68829,0.6882,0.6881,0.68799,0.68789,0.6878,0.68771,0.68
0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667,0.66667
